task_id,iot_id,task_size_MB,cpu_frequency_GHz,cpu_cycles_per_bit,delay_deadline_ms,Location_Lat,Location_Lon,distance_m,uplink_data_rate_Mbps,uplink_power_transfer_mW,offload_ratio,energy_deadline_mJ,task_gen_time_ms,Priority_Score,closest_mec_uav_id,mec_uav_lat,mec_uav_lon,closest_mec_uav_area,mec_uav_cpu_GHz,mec_uav_obstacle_distance_m,mec_uav_remaining_energy_mAh,mec_uav_weather_condition,mec_uav_wind_speed_mps,mec_uav_visibility_km,mec_uav_precipitation_mmh,mec_uav_humidity_pct,mec_uav_temperature_c
T4779,D203,756.07,1.34,62514.27,1077,23.72630027359501,90.38570655524713,9730.17772719877,0.2260111567759299,104.33,0.6,378121312.95,1735726774000.0,0.65686846,U4,23.725022,90.385191,Demra,4.14,91.4,21800,thunderstorm,26.2,1.7,54.3,98,30.8
T1602,D203,882.5,1.89,52655.12,1081,23.72630027359501,90.38570655524713,9730.17772719877,0.1042793533264516,117.78,0.49,371745147.2,1735716316000.0,0.5648183,U4,23.725022,90.385191,Demra,4.14,91.4,21800,thunderstorm,26.2,1.7,54.3,98,30.8
T1180,D203,1920.55,1.96,40883.3,1853,23.72630027359501,90.38570655524713,9730.17772719877,0.4506987601219768,104.62,0.94,628147374.52,1735761793000.0,0.36225381,U4,23.725022,90.385191,Demra,4.14,91.4,21800,thunderstorm,26.2,1.7,54.3,98,30.8
T1006,D203,312.33,1.64,57403.74,1299,23.72630027359501,90.38570655524713,9730.17772719877,0.4105455479200003,110.97,0.74,143431280.91,1735749644000.0,0.5587797,U4,23.725022,90.385191,Demra,4.14,91.4,21800,thunderstorm,26.2,1.7,54.3,98,30.8
T1297,D204,1324.14,1.95,60262.26,1529,23.87324534734926,90.38081136261742,7705.589810664062,0.1654230204111697,101.71,0.6,638365351.65,1735717221000.0,0.5576572,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2550,D204,32.7,0.93,93301.71,900,23.87324534734926,90.38081136261742,7705.589810664062,0.2513644550462555,101.29,0.55,24407727.34,1735716761000.0,0.42167222,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4075,D204,207.23,0.88,105628.12,1347,23.87324534734926,90.38081136261742,7705.589810664062,0.3808662464297865,120.27,0.7,175114522.46,1735693287000.0,0.5200319,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3996,D204,31.57,0.74,118756.38,2000,23.87324534734926,90.38081136261742,7705.589810664062,0.4881067617156083,143.85,0.78,29993111.33,1735758984000.0,0.5771278,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4942,D204,838.33,1.57,58462.86,1903,23.87324534734926,90.38081136261742,7705.589810664062,0.1253803583698979,103.41,0.51,392089355.39,1735766863000.0,0.3818019,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3805,D204,1455.32,0.26,397737.79,845,23.87324534734926,90.38081136261742,7705.589810664062,0.3370938676027035,101.21,0.78,4630686084.34,1735705339000.0,0.4830648,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4570,D204,1694.24,1.82,46119.34,807,23.87324534734926,90.38081136261742,7705.589810664062,0.4178980804282694,106.28,0.89,625097844.81,1735746609000.0,0.5257609,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T644,D204,1898.98,0.16,687935.47,1564,23.87324534734926,90.38081136261742,7705.589810664062,0.071,108.32,0.57,10451005590.56,1735752460000.0,0.44969758,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T982,D204,1917.62,0.9,128074.76,1865,23.87324534734926,90.38081136261742,7705.589810664062,0.4149439900429159,120.47,0.91,1964789770.17,1735719275000.0,0.47907776,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4311,D204,641.53,1.94,58860.21,1623,23.87324534734926,90.38081136261742,7705.589810664062,0.4054558197741986,129.24,0.76,302084724.17,1735712184000.0,0.2693521,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2866,D204,1597.86,1.46,72945.86,1881,23.87324534734926,90.38081136261742,7705.589810664062,0.4655670658574746,126.31,0.92,932458174.88,1735739993000.0,0.31080952,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3632,D205,35.0,0.8,117215.69,450,23.87386547388208,90.3811666194356,7753.353126646357,0.0879905859167411,97.69,0.39,32820393.2,1735756391000.0,0.38447285,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3658,D205,45.82,1.73,65284.46,1087,23.87386547388208,90.3811666194356,7753.353126646357,0.1059292506520433,94.91,0.41,23930671.66,1735704007000.0,0.55990225,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3130,D205,610.46,0.51,166492.93,464,23.87386547388208,90.3811666194356,7753.353126646357,0.2834075644179327,105.32,0.64,813098192.38,1735763770000.0,0.4715682,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4086,D205,706.53,0.84,114275.61,1229,23.87386547388208,90.3811666194356,7753.353126646357,0.4422313261845644,122.68,0.81,645913173.87,1735738758000.0,0.562341,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2797,D205,702.49,0.68,144382.35,1865,23.87386547388208,90.3811666194356,7753.353126646357,0.4435297565488114,105.88,0.81,811417256.41,1735727029000.0,0.5231287,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4110,D205,90.23,0.53,153322.43,1097,23.87386547388208,90.3811666194356,7753.353126646357,0.3650286899733183,104.19,0.67,110674262.87,1735717693000.0,0.44865245,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1334,D205,319.8,0.28,409792.02,350,23.87386547388208,90.3811666194356,7753.353126646357,0.2519339102281991,111.12,0.58,1048411903.97,1735714991000.0,0.55142504,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3611,D205,8.52,1.12,94595.82,1196,23.87386547388208,90.3811666194356,7753.353126646357,0.1540103652577824,103.35,0.45,6447651.09,1735704066000.0,0.4616587,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1687,D205,536.59,1.51,54745.09,1099,23.87386547388208,90.3811666194356,7753.353126646357,0.263606159963085,117.81,0.61,235005342.74,1735740836000.0,0.40982726,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1671,D206,331.63,1.48,73156.78,1841,23.876784399671926,90.38363500423804,7954.294458665179,0.1476789221815843,105.1,0.48,194087863.61,1735693350000.0,0.5530895,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2909,D206,60.55,0.19,488340.59,1694,23.876784399671926,90.38363500423804,7954.294458665179,0.3978588614748033,115.49,0.7,236552181.8,1735747129000.0,0.54252195,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T686,D206,532.78,0.75,116111.82,1005,23.876784399671926,90.38363500423804,7954.294458665179,0.2396781938310268,115.96,0.59,494896443.68,1735728947000.0,0.595863,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T902,D206,661.03,1.81,47904.91,1551,23.876784399671926,90.38363500423804,7954.294458665179,0.2927129470172042,115.58,0.66,253332661.26,1735707505000.0,0.5099289,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3221,D206,3261.18,5.0,77930.32,10000,23.876784399671926,90.38363500423804,7954.294458665179,0.356420047370387,119.51,0.76,677719469.27,1735736276000.0,0.5928437,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2051,D206,47.94,0.75,112372.36,748,23.876784399671926,90.38363500423804,7954.294458665179,0.2868916879041368,86.35,0.59,43097047.51,1735706657000.0,0.55374753,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1647,D206,389.83,0.79,103662.98,1274,23.876784399671926,90.38363500423804,7954.294458665179,0.3898885179126499,115.69,0.72,323287515.95,1735692402000.0,0.49920648,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2328,D206,1454.1,0.38,237663.57,207,23.876784399671926,90.38363500423804,7954.294458665179,0.403728071703804,118.09,0.85,2764692777.1,1735748535000.0,0.5202642,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2994,D206,394.39,1.85,47352.07,332,23.876784399671926,90.38363500423804,7954.294458665179,0.159230488218801,112.56,0.5,149401463.1,1735714208000.0,0.5922243,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1724,D207,59.3,0.45,222094.01,307,23.87384016254432,90.38277381613224,7685.023993648393,0.1841630379589004,123.77,0.49,105361398.34,1735744782000.0,0.36527312,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T681,D207,997.9,1.06,111969.94,1749,23.87384016254432,90.38277381613224,7685.023993648393,0.1405,97.17,0.54,893878425.01,1735736712000.0,0.4557749,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T811,D207,21.92,1.25,80055.62,1660,23.87384016254432,90.38277381613224,7685.023993648393,0.0901377856350277,96.88,0.39,14038553.52,1735765194000.0,0.58328253,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2610,D207,315.86,0.47,217235.73,1076,23.87384016254432,90.38277381613224,7685.023993648393,0.4232642444784705,132.61,0.75,548928621.42,1735742515000.0,0.5614119,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4568,D207,8.2,0.46,238790.12,1064,23.87384016254432,90.38277381613224,7685.023993648393,0.1462998548363728,105.72,0.44,15664631.87,1735716550000.0,0.47311658,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4082,D207,767.34,1.24,68121.06,271,23.87384016254432,90.38277381613224,7685.023993648393,0.4255985874344556,124.04,0.8,418176113.44,1735770724000.0,0.5540572,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3779,D207,730.48,0.63,132920.19,666,23.87384016254432,90.38277381613224,7685.023993648393,0.4936452036075664,113.57,0.86,776764323.13,1735758651000.0,0.3586152,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2092,D207,682.36,0.21,517523.59,559,23.87384016254432,90.38277381613224,7685.023993648393,0.1592652767559668,102.38,0.53,2825099174.98,1735745215000.0,0.51147723,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4392,D208,324.32,1.79,55640.58,898,23.874475324358563,90.38013395071827,7858.63132053464,0.2571679876048364,110.49,0.59,144362823.24,1735689705000.0,0.5835148,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2381,D208,40.23,1.41,77730.65,1376,23.874475324358563,90.38013395071827,7858.63132053464,0.2916776350392775,132.55,0.59,25016832.4,1735691491000.0,0.4659941,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2422,D208,1169.99,0.2,514794.94,1362,23.874475324358563,90.38013395071827,7858.63132053464,0.4742683189113103,131.69,0.89,4818439454.8,1735745419000.0,0.45786518,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1217,D208,1390.94,0.39,232674.63,1837,23.874475324358563,90.38013395071827,7858.63132053464,0.130383572589832,101.47,0.57,2589091598.82,1735733935000.0,0.5972565,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3984,D208,65.95,1.16,98022.08,1356,23.874475324358563,90.38013395071827,7858.63132053464,0.4261911361145608,119.5,0.72,51716449.41,1735734691000.0,0.33666715,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2714,D208,239.55,1.13,73649.96,1350,23.874475324358563,90.38013395071827,7858.63132053464,0.4810020263830724,124.14,0.8,141142783.34,1735756474000.0,0.39356947,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1477,D208,170.01,0.33,362146.16,1050,23.874475324358563,90.38013395071827,7858.63132053464,0.2994874574112766,110.96,0.61,492547749.29,1735712779000.0,0.4553104,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T506,D208,2.7010000000000005,5.0,76208.22,10000,23.874475324358563,90.38013395071827,7858.63132053464,0.1185768955598751,105.57,0.42,32934144.36,1735733773000.0,0.44439444,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4578,D208,817.58,0.71,149031.32,725,23.874475324358563,90.38013395071827,7858.63132053464,0.2002120466421326,129.12,0.58,974760212.84,1735721184000.0,0.53299946,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3727,D209,49.5,1.17,82586.04,1597,23.874988041038023,90.38551991620834,7698.613019409192,0.4815918915534757,134.66,0.78,32704071.84,1735745210000.0,0.62117875,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4063,D209,386.46,1.43,76594.85,721,23.874988041038023,90.38551991620834,7698.613019409192,0.125700434955634,104.93,0.46,236806765.85,1735691130000.0,0.533464,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T158,D209,92.66,1.57,60998.47,825,23.874988041038023,90.38551991620834,7698.613019409192,0.26943473931899,126.02,0.57,45216945.84,1735741350000.0,0.49084532,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1603,D209,6.57,1.9,42184.8,1008,23.874988041038023,90.38551991620834,7698.613019409192,0.1354367970572357,95.9,0.43,2217233.09,1735698423000.0,0.5278899,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4373,D209,324.42,0.18,489804.95,1919,23.874988041038023,90.38551991620834,7698.613019409192,0.4568563699539377,131.7,0.78,1271220175.03,1735732142000.0,0.4650651,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2698,D209,1386.33,1.77,57053.58,777,23.874988041038023,90.38551991620834,7698.613019409192,0.3156961689007987,102.66,0.76,632760716.49,1735735469000.0,0.60418546,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T863,D209,1950.71,1.7,68450.36,1923,23.874988041038023,90.38551991620834,7698.613019409192,0.465506268891366,103.91,0.96,1068214414.04,1735740387000.0,0.520961,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2579,D209,43.66,1.97,44988.04,1082,23.874988041038023,90.38551991620834,7698.613019409192,0.4757765633621999,124.52,0.77,15713422.61,1735744304000.0,0.56880534,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T891,D209,1478.42,1.17,80922.27,1958,23.874988041038023,90.38551991620834,7698.613019409192,0.2700358797854728,114.23,0.72,957096819.31,1735739008000.0,0.54871535,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4632,D209,1957.74,1.45,65622.34,848,23.874988041038023,90.38551991620834,7698.613019409192,0.4716961595491145,130.72,0.97,1027771839.29,1735706334000.0,0.3064741,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4702,D210,101.87,1.94,46022.25,643,23.87734422034931,90.38413346035944,7993.743747151291,0.0503186927451395,109.91,0.36,37506292.86,1735715192000.0,0.6304302,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4129,D210,675.67,1.75,61080.54,1068,23.87734422034931,90.38413346035944,7993.743747151291,0.1364477142663172,121.53,0.5,330162307.69,1735734906000.0,0.44288477,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4682,D210,932.08,0.41,215530.2,832,23.87734422034931,90.38413346035944,7993.743747151291,0.3802992838129955,118.75,0.77,1607131110.53,1735727894000.0,0.34394446,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2256,D210,37.52,1.63,68735.17,892,23.87734422034931,90.38413346035944,7993.743747151291,0.2869196964023891,114.3,0.59,20631548.63,1735772526000.0,0.48430347,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4641,D210,1413.7,1.7,53019.62,367,23.87734422034931,90.38413346035944,7993.743747151291,0.4959283818561303,136.35,0.93,599630694.35,1735703248000.0,0.49266464,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T551,D210,2.26,0.8,112863.24,296,23.87734422034931,90.38413346035944,7993.743747151291,0.4029273340580659,108.33,0.7,2040567.38,1735772293000.0,0.53803164,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T285,D210,1662.07,1.14,80568.2,1537,23.87734422034931,90.38413346035944,7993.743747151291,0.3488563346988207,116.12,0.82,1071279905.39,1735721891000.0,0.6354624,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2022,D210,50.05,1.91,54974.1,1822,23.87734422034931,90.38413346035944,7993.743747151291,0.4604759023023184,115.85,0.76,22011629.64,1735747999000.0,0.4934001,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T780,D210,20.26,0.54,214161.27,1717,23.87734422034931,90.38413346035944,7993.743747151291,0.2017404530038712,99.9,0.5,34711258.64,1735760373000.0,0.51952875,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1404,D210,96.54,0.96,109684.82,327,23.87734422034931,90.38413346035944,7993.743747151291,0.1254104884506175,110.99,0.43,84711780.18,1735751046000.0,0.4848454,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3710,D211,25.0,0.46,186234.34,232,23.87433924316169,90.38567305727445,7625.667318459223,0.2961859370057751,106.08,0.59,37246868.0,1735753194000.0,0.48743892,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1068,D211,575.33,1.51,61477.77,1231,23.87433924316169,90.38567305727445,7625.667318459223,0.1573133172510873,102.55,0.51,282960043.31,1735716858000.0,0.43096238,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2985,D211,67.39,0.3,385462.48,1400,23.87433924316169,90.38567305727445,7625.667318459223,0.1545735974951162,107.86,0.46,207810532.22,1735749720000.0,0.46994242,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2854,D211,973.65,5.0,74421.16,10000,23.87433924316169,90.38567305727445,7625.667318459223,0.1878353547109428,112.79,0.52,193227099.82,1735735904000.0,0.5591281,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2004,D211,615.44,1.16,97449.9,1404,23.87433924316169,90.38567305727445,7625.667318459223,0.3538124304138929,130.21,0.71,479796531.65,1735730793000.0,0.55250883,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1854,D211,40.07,1.49,67057.63,748,23.87433924316169,90.38567305727445,7625.667318459223,0.0657,112.34,0.37,21495993.87,1735740775000.0,0.5437219,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2665,D211,524.32,0.37,293147.29,1216,23.87433924316169,90.38567305727445,7625.667318459223,0.4324948036408814,129.75,0.78,1229623896.74,1735713084000.0,0.4587555,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2082,D211,655.55,1.95,55634.15,1774,23.87433924316169,90.38567305727445,7625.667318459223,0.3254210408136244,107.39,0.69,291767736.26,1735696653000.0,0.42035612,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4554,D211,331.66,1.79,51994.54,391,23.87433924316169,90.38567305727445,7625.667318459223,0.1870044476712838,128.49,0.52,137956073.09,1735747675000.0,0.5975275,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4961,D211,1630.92,1.54,72682.73,632,23.87433924316169,90.38567305727445,7625.667318459223,0.1008970418482291,101.77,0.57,948317744.09,1735755843000.0,0.49370977,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2065,D212,925.1,0.72,140603.32,625,23.87271538564168,90.38159620175377,7618.829237338165,0.4055110533906853,112.56,0.79,1040577050.66,1735710787000.0,0.61831427,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3181,D212,50.84,1.19,83105.62,1747,23.87271538564168,90.38159620175377,7618.829237338165,0.246395118472942,104.85,0.55,33800717.77,1735754351000.0,0.55761844,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T848,D212,820.69,0.27,330710.88,229,23.87271538564168,90.38159620175377,7618.829237338165,0.2458876756880591,91.03,0.63,2171288896.86,1735768909000.0,0.70211935,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2203,D212,74.5845,0.01,129256.23,50,23.87271538564168,90.38159620175377,7618.829237338165,0.261603793018243,117.63,0.71,1542481805.83,1735718543000.0,0.5345091,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4245,D212,507.18,0.4,253322.1,494,23.87271538564168,90.38159620175377,7618.829237338165,0.2362772774253822,93.94,0.58,1027839221.42,1735766074000.0,0.42654958,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T789,D212,44.95,1.57,66888.98,399,23.87271538564168,90.38159620175377,7618.829237338165,0.2809827367822256,99.65,0.58,24053277.21,1735702376000.0,0.52668995,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3306,D212,827.46,0.52,183870.25,885,23.87271538564168,90.38159620175377,7618.829237338165,0.3337935535913275,134.26,0.71,1217162216.52,1735768937000.0,0.4039822,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3184,D212,370.22,1.4,80157.62,1487,23.87271538564168,90.38159620175377,7618.829237338165,0.2439556168265609,127.02,0.58,237407632.61,1735693950000.0,0.54368323,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1607,D212,981.48,0.92,89879.27,1940,23.87271538564168,90.38159620175377,7618.829237338165,0.4877612976225715,112.32,0.88,705717647.36,1735760106000.0,0.4699811,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T1225,D212,41.1,1.45,81980.65,1294,23.87271538564168,90.38159620175377,7618.829237338165,0.2289185613958982,101.39,0.53,26955237.72,1735702195000.0,0.60546285,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4272,D212,536.19,0.99,121163.35,1878,23.87271538564168,90.38159620175377,7618.829237338165,0.1464978162034651,115.82,0.5,519732613.09,1735713052000.0,0.5196062,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T2113,D213,752.23,1.32,66001.98,942,23.876389266321297,90.38616412496071,7821.702170738564,0.4910476133491016,108.15,0.86,397189355.32,1735694651000.0,0.47427782,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3706,D213,447.07,0.66,122242.08,1925,23.876389266321297,90.38616412496071,7821.702170738564,0.1832495469263067,104.16,0.53,437206133.64,1735730582000.0,0.4449364,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T725,D213,347.54,0.14,673752.91,313,23.876389266321297,90.38616412496071,7821.702170738564,0.3293639199018471,113.5,0.66,1873248690.73,1735755716000.0,0.37146658,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T184,D213,286.2,1.98,58587.98,740,23.876389266321297,90.38616412496071,7821.702170738564,0.4228699181723524,106.77,0.74,134143039.01,1735772895000.0,0.4330527,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4973,D213,20.83,0.72,165489.76,866,23.876389266321297,90.38616412496071,7821.702170738564,0.1263,95.28,0.43,27577213.61,1735746845000.0,0.51426435,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4915,D213,626.46,0.16,582454.91,1722,23.876389266321297,90.38616412496071,7821.702170738564,0.1772749878468664,89.77,0.54,2919077623.35,1735757397000.0,0.56207,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T4956,D213,516.29,0.93,116076.43,1564,23.876389266321297,90.38616412496071,7821.702170738564,0.2893183081848759,118.78,0.64,479432800.36,1735715665000.0,0.5479799,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
T3165,D213,824.11,1.19,80993.66,883,23.876389266321297,90.38616412496071,7821.702170738564,0.2551468685219751,106.46,0.64,533981481.14,1735741461000.0,0.3681376,U2,23.874955,90.38319,Uttara,2.89,71.7,18146,thunderstorm,16.5,1.9,76.6,94,31.3
